"id","armA","armB","turnout","partyS","minor","norms","eu","smoke","polar"
263,1,0,1,1,-0.290795269285479,1.32376263474276,1,0,77.5834111215131
265,1,0,1,0,0.969769684592388,2.01857836206317,1,0,14.6404300822243
281,0,1,1,0,0.261998366696334,0.0376616235439617,0,1,NA
285,0,1,1,0,1.21025116947694,1.33402156544047,1,0,63.5666047300988
304,1,0,1,0,0.573986720295187,0.794075949891716,0,0,NA
309,1,0,1,0,-0.25640591064438,0.419929284369872,1,0,27.4892586581571
316,1,0,1,0,1.1055959386808,0.404750267699949,1,0,NA
334,1,0,1,0,1.9349356132608,-0.719850629152442,0,1,NA
336,1,0,0,0,2.51246052751955,1.35311029345238,1,0,53.5860692509502
338,1,0,0,0,0.520557087937102,1.49049623663083,1,1,NA
345,1,0,1,0,2.30708777629306,0.519920076989359,1,1,64.6602710484918
353,1,0,1,0,0.412417073750801,0.342074138269278,1,1,73.9594416259957
355,1,0,0,1,0.604807192528871,1.0874064897789,1,0,61.9370525309273
375,1,0,0,0,1.22572374126417,-0.723489507562632,1,0,NA
379,0,1,1,0,2.67074019126499,-0.390395080232153,1,0,87.978995772601
392,1,0,1,0,1.44041640138719,0.321936904931467,1,0,51.678222011243
402,1,0,0,0,-0.160585842493798,-0.0244073953912988,0,0,14.7319421596284
416,1,0,1,0,0.0313967066811669,1.16745418571789,1,1,79.6367906459361
431,0,1,1,0,1.11177807270153,-2.18594992393695,1,0,42.458337984357
439,0,1,1,0,0.605460080871396,1.53290968372053,0,0,73.6425838682118
446,0,1,1,0,1.44351391116277,-0.809868513726893,1,0,63.289004980869
450,1,0,1,0,2.02486645604959,2.1078802290592,1,1,73.8433497186808
453,0,1,1,0,1.39468007691426,2.46770766826985,1,0,NA
457,1,0,1,0,2.08134504862439,0.756574669389566,1,0,NA
459,1,0,0,0,-0.254117680335947,-2.07943573346327,1,0,23.1772632737227
472,1,0,1,0,0.0247296518244368,2.27642798026723,0,1,26.528164234758
474,0,1,0,0,0.549116040690777,0.437058803962639,1,0,57.2339827952724
485,1,0,1,0,-1.92491796210414,-0.121465178801331,0,0,57.5181100784131
491,0,1,1,0,1.96361085011059,2.13534275370357,0,0,45.6235135418066
500,1,0,1,0,0.434783735999147,1.31899908244685,1,0,66.4223286120194
508,1,0,1,0,0.438638918822961,-1.20938568523282,1,0,NA
513,1,0,0,0,-0.757928144818103,-0.0173660660857559,1,0,30.8269672900034
526,1,0,0,0,1.05414674051453,2.05263928855704,1,0,40.3285917179133
533,0,1,1,0,1.03902866199158,0.700394230999379,0,0,43.6845301675181
544,1,0,0,0,0.0710391490044419,0.417683267972426,0,0,32.5528557622255
546,1,0,1,0,0.765599684130302,0.663491092007539,0,1,57.8511129668019
552,1,0,1,0,1.16324681492923,2.20238014951188,1,1,58.373924675223
563,1,0,1,0,0.923771501528624,0.0995092538586742,1,0,69.1195061037878
580,1,0,1,0,-1.58321149060804,0.340256434511463,0,0,NA
597,1,0,0,0,0.677546991278831,0.666419610855668,1,0,23.0683510120675
609,0,1,1,0,1.08056669034948,1.58719070940212,0,0,43.1583307292
612,1,0,1,1,0.323775670812299,1.36094797450039,1,0,64.1930847102874
623,0,1,1,0,0.871958202546956,1.30487938252567,1,0,41.6840915626561
631,1,0,0,0,1.53782689222695,0.207923729718289,1,0,48.3163831955662
640,1,0,1,0,0.944657166938051,1.39589013878584,1,0,63.8758476483908
645,1,0,1,0,-0.631354979419626,1.60938058117108,1,0,34.2799856653346
646,1,0,0,0,-0.784451349032928,1.51350926438849,1,0,68.6916568532976
652,1,0,1,1,0.428572246759313,1.10775329084172,1,0,47.9867116679495
655,0,1,1,0,0.276189612288399,0.367119815066329,0,0,18.6664407230899
657,1,0,0,0,-0.161291109685432,-0.190127510645516,1,0,55.6803287137419
658,0,1,0,0,0.369243136571425,-1.22746060311036,0,0,34.5463664959037
662,0,1,1,1,-0.56629201722236,1.36878954638126,1,0,59.1083183837561
669,1,0,1,0,-0.536001814175524,0.106084115116815,0,0,34.119294249996
670,1,0,0,1,-1.07649207429507,0.721295524221453,1,0,37.8974441337838
686,1,0,0,0,2.01165917586712,0.871100320651954,1,0,37.0828032411045
689,1,0,1,0,1.35226191620893,2.08970561266899,1,1,40.0112377691901
691,1,0,1,0,1.41297509196183,-0.630484698816653,1,0,27.9697891469006
692,1,0,1,1,-0.946136871216167,0.904073176076965,1,0,49.1627761459037
693,1,0,1,0,0.889264736049241,1.84296210129057,0,0,NA
694,1,0,1,0,0.391985225429534,-1.16141902925269,1,0,89.3284180483621
718,1,0,1,0,-0.223110773517196,-0.54692667477198,1,0,14.1888964643973
729,0,1,1,0,1.85303693813666,0.476528033454013,1,1,75.9478900051377
733,1,0,1,0,0.357969298865737,-0.551154939828287,1,0,NA
776,1,0,1,0,-0.410077148937092,0.313151343857088,0,0,28.5391554977916
780,1,0,1,0,-1.01928133377277,-1.57294699092994,1,1,NA
785,0,1,1,0,0.715288687420121,-0.797055832357016,1,0,72.2903849655186
793,0,1,0,1,0.737873016787193,0.60732121814865,1,0,63.7638825764078
803,1,0,0,0,2.68392136226348,0.125943900355071,1,0,28.5766737943018
812,1,0,1,0,1.11888426565828,0.770622291539511,1,0,65.9312604130977
829,0,1,1,0,-0.97364705434255,3.31757266021734,1,0,76.9000293747673
830,1,0,1,0,1.54231916247336,1.71326265806655,1,0,61.8432062622163
834,1,0,1,0,0.574271854168922,1.18762159917794,1,0,55.1540105655676
842,1,0,0,0,0.959699855762812,-0.21012538705795,0,0,NA
843,1,0,0,0,-0.487809313970569,-0.620784879656238,1,0,NA
847,1,0,1,0,2.39517403570366,2.09208820789742,1,1,37.6804529807124
879,1,0,1,0,-0.0574349650360724,0.462570262680877,1,0,47.0145289481505
885,0,1,1,0,-0.508372522476009,1.11730415148275,1,0,51.0339727944505
893,1,0,1,0,2.18730369132532,-0.65090233124936,1,0,NA
901,1,0,0,0,1.67605511446593,1.33539288514243,1,0,60.6696586847407
913,0,1,1,0,3.03985903739343,2.51923041708988,1,0,NA
915,1,0,1,0,1.49750629881014,-0.344770478054184,1,0,19.5554897340353
930,1,0,1,0,1.04918069760735,-0.705067011541362,1,0,30.5405542943882
961,1,0,1,0,0.341888561157509,1.01582585139912,0,0,54.6304827297483
967,1,0,0,0,1.27737869702094,0.85268284946954,1,0,49.3166922190131
975,1,0,1,0,1.22159487757493,0.398943330096899,0,0,44.4845626523622
977,0,1,1,0,-0.126436631088708,0.304895470247106,0,1,47.6046138705872
980,1,0,1,0,3.32916686260607,0.903289771611933,1,0,NA
982,0,1,0,1,0.348533372323922,1.46664218344516,1,0,58.587635586434
987,1,0,0,1,1.64374108463218,-1.0092748066,0,0,NA
995,1,0,1,0,0.0512598601441747,0.559616815860001,1,0,70.3971095008592
998,0,1,0,0,0.0629110899490282,-1.28216385947866,0,0,NA
1004,1,0,0,0,0.833523411028051,0.944739973226284,1,1,NA
1018,1,0,1,0,1.42335727803739,1.05238078117589,1,0,70.580456143357
1026,1,0,1,0,1.30355198777715,0.788208730960005,0,0,54.6540160641373
1029,1,0,1,1,1.05259917226742,-1.36989678035452,1,0,NA
1032,1,0,0,0,0.656475268180525,0.433546977426608,1,0,47.4294199190603
1046,1,0,1,0,2.98871578838234,2.27814644808965,1,0,52.1072793627857
1059,1,0,1,0,1.00790092194614,0.166247101775114,1,0,56.9872334527642
1066,1,0,1,0,-0.703290188635836,-1.7867997879408,0,0,NA
1084,1,0,1,0,-1.2528690814537,0.651460415177858,0,0,55.5817971234043
1091,0,1,1,0,1.25365002338852,2.7180078917411,1,0,57.2839559592039
1103,0,1,0,0,1.86975289142664,-0.813643047592261,1,0,NA
1112,1,0,1,0,0.60650688363206,0.103232154418492,1,1,NA
1114,0,1,1,0,3.95182924921612,0.952322321870537,1,0,66.5097435158368
1117,1,0,0,0,-0.747563980582203,-1.4485005947363,1,0,18.6072139268298
1123,1,0,1,0,0.610169376704916,0.248787515662841,1,0,95.1354044778626
1125,1,0,1,0,0.316693341290494,0.353804530412308,0,0,66.7992704639716
1131,0,1,1,0,2.06580154952362,3.71727025661715,1,0,42.7579897980266
1136,1,0,1,0,1.68421044564598,0.0679302949532272,1,1,37.1485622986782
1140,1,0,0,0,0.928410917130091,2.61366815312669,0,0,33.2703020724206
1144,0,1,1,1,1.31730180268208,0.979131813311067,1,0,67.8209761812497
1148,0,1,0,0,1.60711479664032,0.855449902419814,1,0,70.1095611377082
1150,1,0,1,0,0.99138326155962,0.468398646133241,0,0,27.6401368996495
1152,1,0,0,0,0.831535059868389,-0.232398372379119,1,0,NA
1155,0,1,1,0,0.657881130247838,-0.514673594999764,1,0,25.0464243378671
1158,0,1,1,0,0.431138329086403,-0.264513351587038,1,0,NA
1163,1,0,1,0,-0.0921970120457227,1.80032043280854,1,0,62.5300172910386
1182,0,1,1,0,0.920865959094283,0.44152819038296,1,0,41.8418536777587
1188,1,0,1,0,3.80691205957763,2.21923553017982,1,0,47.3705746473245
1189,1,0,1,0,-0.914707884612639,2.4618404965622,1,1,1.41330849300059
1206,1,0,1,0,0.696836456531017,0.540737287632768,0,0,37.354642787661
1236,1,0,1,0,2.18212596255051,1.03088123169907,1,0,57.2986898957477
1241,1,0,1,0,1.21959863846432,0.57978992551307,1,0,46.8996695022449
1253,1,0,0,0,-0.173739610986063,1.21183263395853,1,0,56.7139671417413
1265,1,0,1,0,1.04605775330666,0.305020688818675,1,0,66.9584223626242
1266,1,0,0,0,1.91143829289671,0.806044433403998,1,0,45.2738299333711
1271,1,0,1,0,-0.137866382878594,-0.336858737624499,1,1,59.270929976016
1281,0,1,0,0,1.66806279199665,-0.335966857697865,0,0,49.0831460173653
1290,1,0,1,0,1.44758591833307,-0.897889975787518,1,0,NA
1298,1,0,0,0,0.94556017310119,1.20053863174737,1,0,64.9857657424294
1299,0,1,1,0,0.401271305471234,2.09186707200106,1,0,65.6876081866585
1301,1,0,1,0,1.30431753856253,-1.19309077658595,1,0,54.3874155707524
1314,1,0,1,0,-0.808150355808636,0.820697148378959,1,0,NA
1316,1,0,1,1,-0.0982444084197605,-0.00414330347331279,1,1,-4.39462302667579
1332,1,0,1,0,0.24991299345524,0.878839915407681,1,1,42.7656248128208
1356,1,0,1,0,1.26741890093121,2.11221187869753,1,0,36.5149598902539
1366,1,0,1,0,1.62717460525114,0.326439952797242,1,0,41.9097204811419
1370,1,0,0,0,-0.535761338805781,-0.276674491814166,1,0,67.9002008155963
1376,1,0,0,0,-0.348043167352289,-0.233888647997575,0,0,50.7329395540086
1382,1,0,1,0,0.285163115852529,-0.241463289166338,1,1,60.2827172660519
1388,1,0,0,1,0.534179108684975,2.73813023518062,1,1,NA
1390,1,0,0,0,-0.723744555908017,-0.790005448677746,1,1,NA
1393,0,1,1,0,-1.49032414121652,-0.0877529099982929,1,0,NA
1402,1,0,1,0,1.42677688315277,1.87640909378066,1,0,66.3028896772361
1404,1,0,0,0,0.0384037531621608,-0.107745770263567,0,1,5.11965951883174
1405,1,0,1,0,0.174655205877246,-0.691718535463345,0,0,32.2936859477117
1413,1,0,0,0,0.0414504186360542,0.763371857846946,0,0,NA
1418,0,1,0,0,-0.207831188093389,0.717450850693471,1,0,NA
1426,1,0,1,0,1.37040136604781,2.24440309715515,1,0,NA
1431,0,1,1,0,2.16069950425783,2.02668658596636,0,0,61.8925937791046
1433,0,1,1,0,1.26169392763302,-0.876370348794775,1,0,NA
1434,0,1,1,0,-0.558220390083952,-0.0821846125682879,1,0,61.1661863657696
1444,1,0,1,0,-0.226083930740437,-1.69761659967814,1,0,NA
1461,1,0,1,0,2.54776254450052,2.69586812773562,1,1,17.7421799454391
1464,0,1,1,0,0.804386797225515,-0.0315506988873158,1,0,29.9720119094987
1471,1,0,0,0,0.40504752319303,0.874176938543547,1,0,NA
1478,1,0,1,0,1.56358670827648,1.49738813935972,1,1,77.1092336540971
1494,1,0,1,0,1.6861015415967,0.143853687976699,1,1,56.5371998392275
1496,1,0,0,0,0.392599406716747,-0.81498456551186,0,0,41.0761937279334
1508,1,0,1,0,2.87138125882453,0.00762258628199763,0,1,48.5431617139534
1518,1,0,1,0,0.679548624641577,3.44594707981987,0,0,40.7227754934489
1524,1,0,0,0,1.4790048786311,-0.305424688770957,1,0,49.7884140555265
1534,1,0,1,0,2.71705796850836,0.911811337041638,0,0,61.0195496457364
1540,1,0,1,0,-0.238938052410875,-0.0135209176384593,1,1,66.8313728716446
1562,1,0,1,0,0.640581441413014,0.82671836420358,1,0,NA
1565,1,0,0,0,1.92540068466449,1.16547355018584,1,0,NA
1567,1,0,0,0,0.382791625654608,1.4916858719814,1,0,NA
1569,1,0,0,0,1.2265733053354,-0.0607646277707202,1,0,42.7800317325386
1582,1,0,1,1,0.554427270806539,2.07419700292564,1,0,37.5440920339985
1587,1,0,1,0,1.52381598036664,-0.255837740769342,0,0,NA
1588,1,0,0,0,-0.0688970531156955,0.266385517282076,0,0,49.0217164134182
1592,1,0,0,0,-2.53764031269946,1.10339220281073,1,0,28.7090535167567
1602,1,0,1,0,0.226885734355447,1.2941563966454,1,0,41.4225204403544
1609,1,0,1,0,1.90397966521774,0.45932940135566,0,0,16.7241780561971
1624,1,0,0,0,1.27400891896039,0.680097258292794,1,0,83.4484831177259
1631,1,0,1,0,0.531782032832817,1.76673961916421,0,0,40.6816994626032
1633,1,0,1,0,2.18481777567802,1.13008587541735,1,0,71.8122697837645
1634,0,1,1,0,0.33640719257908,0.197748749760438,1,0,65.953354834831
1655,0,1,1,0,0.519068859639575,2.68906298088577,1,0,68.8600379192431
1658,1,0,1,0,0.212661523321164,0.816753466105584,1,0,NA
1669,1,0,1,0,-0.656282218690292,1.80444032237132,1,0,NA
1686,0,1,1,0,2.48242514478496,0.0637688475585863,1,1,80.3603309786139
1688,1,0,1,0,0.0910001158393388,-1.52925553884261,1,0,NA
1697,1,0,1,0,0.474220918535334,1.81109753690045,0,0,31.733836909195
1700,0,1,1,0,-0.0247507100680093,-1.25769191514464,1,0,43.0712358553214
1706,1,0,1,0,-0.302235438172308,0.638915612539415,0,0,NA
1710,1,0,1,1,1.60660085389843,-0.450400554550749,1,0,50.3405719224985
1746,1,0,1,0,0.0979791295646846,0.363320813870309,1,0,33.5887170690569
1749,1,0,0,0,0.0240134175804165,-0.346741983087252,1,0,80.0987792984903
1758,0,1,1,0,0.657573774568122,-1.07168152969269,1,1,46.2424518014087
1769,1,0,1,0,1.82581812672075,1.41518228699704,1,0,63.6805856846213
1774,0,1,1,0,-0.87423991644108,-0.364307672418354,1,0,49.9304679000968
1784,1,0,1,1,0.990891518420664,-1.6825272671616,1,1,NA
1803,1,0,1,0,-0.633292634329852,-0.554060018064598,1,0,41.2588873402378
1804,1,0,0,0,2.58874025333752,1.50535578710881,1,1,50.4489954179227
1805,1,0,0,0,-0.717666632484225,-1.50226017555964,1,0,55.6690979754656
1819,1,0,0,0,-0.682792430496545,0.813796242073968,1,0,56.5670486001472
1820,1,0,1,0,-1.3092401174345,1.77518683709437,1,0,61.1155561677866
1832,1,0,1,0,2.56887171435002,0.0344905292552191,1,0,NA
1838,1,0,0,0,0.997803971335736,0.394002362971746,1,0,52.5533341191663
1839,1,0,1,0,2.57883617242461,-0.444776638640442,1,0,NA
1845,1,0,1,0,2.08366011049074,0.712758769123504,1,0,44.3182222690854
1848,1,0,1,0,-1.88441528879425,0.45558939327825,0,0,NA
1874,1,0,1,0,2.1676425178075,-1.35366469598641,1,0,NA
1881,1,0,1,0,0.534445035442653,0.630340685401447,1,0,46.9270035180395
1882,0,1,1,0,0.181249653687573,1.03641274617494,1,1,37.9068597843243
1918,1,0,1,0,0.729726235234844,0.432978546207068,1,0,58.4511020710358
1926,1,0,1,0,1.9826553621027,1.75910442430136,1,0,52.8819280285169
1932,1,0,1,0,0.747638172253248,-0.664011635840904,1,0,31.6809474583986
1951,1,0,0,0,0.754730541869842,1.54958618926729,1,1,23.6618500367659
1960,1,0,0,0,2.4267167515892,2.28551887444481,1,0,46.1212051888587
1961,1,0,1,0,0.00198692970327502,0.381860641793255,0,0,33.1895518514551
1967,1,0,0,0,0.0896127924044173,1.49105409823573,1,0,28.8976090916612
1980,1,0,1,1,-0.631270222986853,0.6025465177226,1,1,57.2433787374232
1984,1,0,1,0,-0.975307862908816,-0.467174041456452,1,0,53.8020431570317
1985,1,0,1,0,0.197179700332779,3.21905164975691,0,0,58.4512785553892
1993,0,1,0,0,-0.28055442263773,1.86998836319338,1,1,68.9824618945987
1997,1,0,1,0,-0.590779981703878,0.137527346453396,1,0,33.074164529357
1999,1,0,1,0,1.39324009821427,1.37807079466582,1,0,28.3067571719184
2001,1,0,1,0,0.788365854923802,1.7204227379562,1,0,56.549326805105
2010,1,0,1,0,3.1866483059683,0.469114895115092,1,0,NA
2011,1,0,0,0,-1.28461003162221,0.725486054294326,1,0,9.48810389061926
2012,0,1,1,0,-0.947793804458828,1.37209419999195,1,0,87.7335007152866
2024,1,0,1,0,0.176261957494999,-1.03580954073023,1,0,67.7781647689262
2027,1,0,1,0,0.377820886468572,0.685421021429326,1,1,NA
2033,1,0,0,1,-2.50016893766119,-0.286620594531406,0,1,NA
2044,1,0,1,0,0.942676962264865,0.849328852825612,1,0,53.3664721148768
2045,1,0,1,0,0.641073575126783,-0.226780258915379,1,0,59.2358295091682
2047,0,1,1,0,1.41143888843816,1.22879529720376,1,0,27.6583500256792
2055,1,0,0,0,0.305600522766755,-0.272942414944228,1,1,NA
2082,1,0,1,0,-0.827440403544419,0.293125485745934,1,0,NA
2087,1,0,0,0,1.38239570146067,1.78853405783265,1,0,31.2692040634906
2111,1,0,1,0,1.99762962663841,1.20455427544794,1,1,84.4203120158827
2112,1,0,1,0,0.2581372769312,0.0303677853392256,1,1,78.3182371175727
2119,1,0,0,0,1.44898189578711,2.28015303024072,0,0,50.1031108595812
2129,1,0,1,0,0.303057398901388,0.491317924034466,0,0,67.9394274989023
2144,1,0,1,0,1.06606297117197,1.44102135367766,1,0,35.2729776675963
2150,1,0,1,0,1.10461757177048,-0.340286323146299,1,0,41.7926425724518
2151,0,1,1,0,-0.684793570492617,0.22313701904988,1,1,39.1924000604588
2160,1,0,0,0,0.295816126149347,1.90462355455816,0,0,35.7625465880786
2166,1,0,0,0,1.65625945356302,2.83379480890797,1,0,NA
2172,0,1,1,0,1.75699241570858,1.35435515450806,0,0,24.5358318169389
2182,0,1,1,0,1.41002144240941,0.541311972077833,0,1,81.5397277983854
2183,0,1,0,0,1.62337933176002,1.56066674528724,1,0,38.8103115633983
2196,1,0,1,0,1.82344379393542,0.919951395879744,1,0,68.1340522930329
2201,0,1,1,0,2.05410865837546,0.284616817771885,1,0,64.7857954846929
2204,0,1,1,0,1.2535642008069,0.0799965700692534,0,1,36.4037410832103
2209,1,0,1,0,2.45239879627511,-0.0223132032984853,0,0,NA
2225,0,1,1,0,0.861186925550231,0.327633336173269,1,0,64.7484231460693
2239,1,0,0,0,0.86991039945001,1.69835699180736,1,0,53.5371756430553
2240,0,1,1,1,1.50110835981454,1.16130801956064,0,1,43.4432355980572
2242,0,1,1,0,0.868314133223938,-0.35649387169461,1,0,63.2821523787911
2244,0,1,1,0,3.22638468339006,1.2796755455567,1,0,49.8736995978926
2266,0,1,1,0,1.21943561748405,0.104836667295188,1,0,NA
2267,0,1,1,0,2.02530177680137,1.25507285746859,1,0,61.0014119061601
2268,1,0,0,0,-0.802509512995134,0.334438528244583,0,0,41.0054467967178
2271,0,1,1,0,0.378530865384548,-0.182237945904947,1,0,38.7270242422316
2274,1,0,1,0,1.79644011470903,1.6152300601567,1,0,NA
2277,1,0,1,0,-0.253453166688481,1.25140821747534,1,1,NA
2279,1,0,1,0,1.15075862381208,0.735016081050025,0,0,NA
2282,1,0,1,0,0.962180995012447,-0.545727100115142,0,0,46.6135977705918
2291,1,0,1,0,-0.723784604417916,2.34121125059866,1,1,70.9626069016769
2295,0,1,1,0,2.57023819633513,0.728525334908128,1,0,86.2049303171611
2296,0,1,1,0,1.21091026248467,-0.0940418695035707,0,0,69.6504429263387
2300,1,0,1,0,0.927697130519573,0.988340687058898,1,0,39.9297062361036
2307,1,0,1,0,0.0911175966207003,0.601361448665952,1,1,68.3923739686318
2317,0,1,1,0,2.548092646715,0.369893461182231,1,1,55.0392085127481
2325,1,0,0,0,2.07769214895637,1.09687243506459,1,0,33.8666296870848
2340,1,0,1,0,1.78633750117228,0.653947346756162,1,0,52.2837443795316
2346,1,0,1,0,-0.262111278076056,0.206826466659117,1,0,37.8910628740998
2362,0,1,1,0,1.76501659117254,0.313140136339875,0,1,35.9885847812534
2368,0,1,0,0,-0.853411889274711,-0.728636936400684,1,0,61.3795451176824
2371,1,0,0,0,0.101653914994114,2.48255409947483,1,1,24.5393637458498
2376,1,0,0,0,1.08819484787475,0.474587119506266,1,0,39.6194785307183
2396,1,0,1,0,1.25521078006327,2.50478993332024,1,0,NA
2399,1,0,1,0,2.54053757926215,2.72378476622672,0,0,67.3136992957904
2405,1,0,1,0,0.731212840513247,-0.816647737739197,1,1,48.4514282501339
2406,0,1,1,0,2.25457676353267,1.99599614508601,1,1,54.6367325691514
2418,0,1,1,0,2.13661314233946,1.92014458370209,0,1,31.4071928048028
2428,0,1,0,0,0.326131915080865,-1.15300629237586,1,0,NA
2433,1,0,1,0,0.262626572484624,-0.181545979473332,1,0,39.3709967725921
2438,0,1,1,0,-0.584592329404885,2.51921497537528,1,0,78.7156349581769
2442,0,1,1,0,1.07701602598076,-0.135519959879413,1,0,NA
2443,1,0,1,0,1.49830040200491,1.58399188599477,1,0,61.4211696607917
2444,1,0,0,0,-0.722190427160843,1.65857530783627,0,0,73.4828345231614
2456,1,0,0,0,-1.33718971860733,0.998435066297901,1,0,NA
2461,0,1,1,0,2.8895308185467,0.1686422338733,1,0,43.4084175788854
2466,1,0,1,0,0.422288968921806,-1.50785664421352,1,1,30.1373386199951
2469,0,1,0,0,-0.380261233960455,-1.1292336525197,1,1,-8.29343383086418
2471,1,0,0,0,-1.15646008256379,1.12398445447548,0,0,43.1548648508529
2482,1,0,0,0,-0.345461347463597,1.10984923909617,1,0,27.3840683467505
2487,1,0,0,1,-0.641916649539489,-0.223940172825056,1,0,NA
2495,1,0,1,0,2.10452332781442,1.64539835185741,1,1,62.9198740947872
2509,1,0,1,0,0.865462627066362,0.253224742974809,1,0,46.6404962643648
2519,1,0,1,0,2.61168819486413,2.87452994353298,1,0,33.5642908711974
2526,0,1,1,0,-0.521249959468792,0.583750817783704,1,1,NA
2530,1,0,1,0,0.509101133125251,1.04822236882888,0,0,24.5938277212871
2533,1,0,0,0,-0.109083727904982,1.75704127184987,1,1,NA
2543,0,1,1,0,2.15150961393349,2.82919555422065,1,1,26.4474816800358
2552,1,0,1,0,1.17255917897935,-0.40946768714311,0,0,45.4701725258754
2557,1,0,1,0,0.660466696998228,-0.149482506513182,1,0,28.6950720636047
2561,1,0,0,0,1.35762980382041,-0.0122831953724011,1,0,NA
2569,1,0,1,1,1.66358876316858,0.960010867929578,1,0,NA
2577,1,0,1,0,1.36873144510071,-0.0236988188808149,1,0,71.7281423077594
2594,1,0,0,0,1.76815957622532,-0.974145927198696,0,1,NA
2599,1,0,1,0,1.23923710071643,1.59671336712535,1,0,86.8321511401348
2602,1,0,1,0,0.741298466901961,-0.73512774886591,1,0,NA
2605,1,0,1,0,1.62726785967802,0.33696057024897,1,0,NA
2611,1,0,1,0,-0.632998236542134,0.0625351313350598,1,1,16.3380143232759
2613,1,0,1,0,1.84663970395765,1.6034813783165,0,0,30.8449464577925
2631,0,1,1,0,2.10163576578037,0.322201513917416,1,0,NA
2648,1,0,1,0,1.33963811670279,-0.187015953956657,1,0,58.6965904643059
2665,0,1,1,0,0.0594401864339129,1.50617059452503,1,0,37.6651396574003
2668,1,0,1,0,1.51171142660749,1.38507746321457,1,0,57.4920922008517
2672,1,0,1,0,0.526487007509865,-0.71059356020919,1,1,40.1969388073847
2685,0,1,0,0,0.647076390309591,-0.471674206242095,1,0,49.0811393442403
2691,1,0,0,0,0.0357015081548285,0.161511044296177,1,1,48.9791604564656
2693,0,1,1,0,-0.148793731782501,-0.994199582010318,1,1,38.7790265378855
2694,1,0,0,1,-0.673857095772077,1.76226429059712,1,0,NA
2708,0,1,1,1,-0.378496645339204,1.33191213354351,0,1,40.9725666177877
2724,1,0,1,0,2.42135863527151,0.433597448391205,1,0,61.0308185731597
2741,1,0,1,0,0.353776820122124,-0.868161775368891,1,0,NA
2745,1,0,0,0,0.603421390347075,1.10497567283938,1,0,NA
2746,1,0,0,0,-0.630717698952756,0.481649142545069,1,0,34.8704081735057
2752,1,0,1,0,1.11967025295552,0.75775246401355,1,0,35.8844225951656
2769,1,0,0,0,0.965463816919446,-0.0155885582847163,1,0,58.2245919904737
2771,1,0,1,0,0.873221005698288,1.99768466537971,1,0,77.0840953407109
2778,0,1,0,0,2.43082750685914,0.947163338341894,1,0,43.9917630979287
2786,1,0,1,0,-1.13654979593361,0.969280085186526,0,0,-10.5466395628571
2790,0,1,1,0,2.25196292394739,0.459499903498708,1,0,43.412510380726
2792,1,0,0,0,0.39561343612568,-0.0124659645004872,1,0,NA
2819,1,0,0,0,-0.0835755705308612,-0.328612148046221,0,0,30.908131249712
2821,0,1,1,0,1.22374615194339,0.21725064184782,1,0,46.9971787408524
2825,0,1,1,0,2.00165935883091,0.993055765108385,0,0,67.3089778388459
2828,0,1,1,0,-0.801544299734583,0.520446303795373,1,0,50.5721710440368
2842,1,0,1,1,1.60688238653753,-0.0519821303976891,1,1,47.0456783333912
2843,0,1,1,0,0.60318791052165,0.415685917773753,0,1,43.0129585249765
